PriceCategory,Prefecture,Municipality,DistrictName,Period,UnitPrice
不動産取引価格情報,福岡県,北九州市小倉北区,上富野,2021-1Q,424285.71428571426
不動産取引価格情報,福岡県,北九州市小倉北区,金鶏町,2021-1Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉北区,三郎丸,2021-1Q,447857.14285714284
成約価格情報,福岡県,北九州市小倉北区,赤坂,2021-1Q,132000.0
成約価格情報,福岡県,北九州市小倉北区,赤坂,2021-1Q,214500.0
成約価格情報,福岡県,北九州市小倉北区,上富野,2021-1Q,178588.23529411765
成約価格情報,福岡県,北九州市小倉北区,金鶏町,2021-1Q,621176.4705882352
成約価格情報,福岡県,北九州市小倉北区,重住,2021-1Q,895714.2857142857
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-1Q,382105.2631578947
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-1Q,264000.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-1Q,316800.0
不動産取引価格情報,福岡県,北九州市小倉北区,上到津,2021-1Q,1026666.6666666666
不動産取引価格情報,福岡県,北九州市小倉北区,清水,2021-1Q,269076.92307692306
不動産取引価格情報,福岡県,北九州市小倉北区,黄金,2021-1Q,549999.9999999999
不動産取引価格情報,福岡県,北九州市小倉北区,黄金,2021-1Q,255750.0
不動産取引価格情報,福岡県,北九州市小倉北区,白萩町,2021-1Q,698823.5294117647
成約価格情報,福岡県,北九州市小倉北区,上到津,2021-1Q,555789.4736842106
成約価格情報,福岡県,北九州市小倉北区,上到津,2021-1Q,747999.9999999999
成約価格情報,福岡県,北九州市小倉北区,上到津,2021-1Q,707142.8571428572
成約価格情報,福岡県,北九州市小倉北区,白萩町,2021-1Q,660000.0
成約価格情報,福岡県,北九州市小倉北区,白萩町,2021-1Q,722857.1428571428
不動産取引価格情報,福岡県,北九州市小倉北区,愛宕,2021-1Q,1131428.5714285714
不動産取引価格情報,福岡県,北九州市小倉北区,足原,2021-1Q,737647.0588235294
不動産取引価格情報,福岡県,北九州市小倉北区,足立,2021-1Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉北区,片野,2021-1Q,843333.3333333333
不動産取引価格情報,福岡県,北九州市小倉北区,片野,2021-1Q,714999.9999999999
不動産取引価格情報,福岡県,北九州市小倉北区,片野,2021-1Q,1026666.6666666666
不動産取引価格情報,福岡県,北九州市小倉北区,木町,2021-1Q,1320000.0
成約価格情報,福岡県,北九州市小倉北区,足原,2021-1Q,660000.0
成約価格情報,福岡県,北九州市小倉南区,葛原本町,2021-1Q,476666.6666666666
不動産取引価格情報,福岡県,北九州市小倉南区,下曽根新町,2021-1Q,612857.1428571428
不動産取引価格情報,福岡県,北九州市小倉南区,下曽根新町,2021-1Q,754285.7142857143
不動産取引価格情報,福岡県,北九州市小倉南区,下城野,2021-1Q,165000.0
不動産取引価格情報,福岡県,北九州市小倉南区,沼本町,2021-1Q,483999.99999999994
不動産取引価格情報,福岡県,北九州市小倉南区,中曽根東,2021-1Q,286000.0
成約価格情報,福岡県,北九州市小倉南区,守恒,2021-1Q,1210000.0
成約価格情報,福岡県,北九州市小倉南区,守恒,2021-1Q,453750.0
成約価格情報,福岡県,北九州市小倉南区,徳力,2021-1Q,704000.0
成約価格情報,福岡県,北九州市小倉南区,城野,2021-1Q,660000.0
成約価格情報,福岡県,北九州市小倉南区,朽網西,2021-1Q,253000.0
成約価格情報,福岡県,北九州市小倉南区,企救丘,2021-1Q,536250.0
不動産取引価格情報,福岡県,北九州市小倉南区,守恒,2021-1Q,309375.0
不動産取引価格情報,福岡県,北九州市小倉南区,守恒,2021-1Q,942857.1428571428
不動産取引価格情報,福岡県,北九州市小倉南区,志徳,2021-1Q,848571.4285714285
不動産取引価格情報,福岡県,北九州市小倉南区,志徳,2021-1Q,707142.8571428572
不動産取引価格情報,福岡県,北九州市小倉南区,志徳,2021-1Q,504705.8823529411
不動産取引価格情報,福岡県,北九州市小倉南区,企救丘,2021-1Q,352000.0
成約価格情報,福岡県,北九州市小倉南区,下曽根新町,2021-1Q,660000.0
成約価格情報,福岡県,北九州市小倉南区,下城野,2021-1Q,363000.0
成約価格情報,福岡県,北九州市八幡東区,大蔵,2021-1Q,536250.0
成約価格情報,福岡県,北九州市八幡東区,大蔵,2021-1Q,403333.3333333333
不動産取引価格情報,福岡県,北九州市八幡東区,高見,2021-1Q,586666.6666666666
不動産取引価格情報,福岡県,北九州市八幡東区,大蔵,2021-1Q,383625.0
成約価格情報,福岡県,北九州市八幡東区,桃園,2021-1Q,211200.0
不動産取引価格情報,福岡県,北九州市八幡東区,桃園,2021-1Q,495000.0
不動産取引価格情報,福岡県,北九州市八幡東区,西本町,2021-1Q,729473.6842105263
不動産取引価格情報,福岡県,北九州市八幡東区,西本町,2021-1Q,837692.3076923076
不動産取引価格情報,福岡県,北九州市八幡東区,荒生田,2021-1Q,615999.9999999999
成約価格情報,福岡県,北九州市八幡東区,東田,2021-1Q,833684.2105263157
成約価格情報,福岡県,北九州市八幡東区,前田,2021-1Q,497538.46153846156
成約価格情報,福岡県,北九州市八幡東区,天神町,2021-1Q,368823.5294117647
不動産取引価格情報,福岡県,北九州市八幡東区,前田,2021-1Q,539000.0
不動産取引価格情報,福岡県,北九州市八幡西区,折尾,2021-1Q,252352.94117647054
不動産取引価格情報,福岡県,北九州市八幡西区,熊手,2021-1Q,385000.0
不動産取引価格情報,福岡県,北九州市八幡西区,熊西,2021-1Q,495000.0
不動産取引価格情報,福岡県,北九州市八幡西区,皇后崎町,2021-1Q,396000.0
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-1Q,136400.0
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-1Q,366666.6666666666
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-1Q,96799.99999999999
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-1Q,272250.0
不動産取引価格情報,福岡県,北九州市八幡西区,鷹の巣,2021-1Q,660000.0
不動産取引価格情報,福岡県,北九州市八幡西区,南鷹見町,2021-1Q,833684.2105263157
不動産取引価格情報,福岡県,北九州市八幡西区,美原町,2021-1Q,948750.0
成約価格情報,福岡県,北九州市八幡西区,熊手,2021-1Q,268125.0
成約価格情報,福岡県,北九州市八幡西区,熊西,2021-1Q,465882.35294117645
成約価格情報,福岡県,北九州市八幡西区,黒崎,2021-1Q,288750.0
成約価格情報,福岡県,北九州市八幡西区,東鳴水,2021-1Q,155571.42857142858
成約価格情報,福岡県,北九州市八幡西区,東鳴水,2021-1Q,528000.0
成約価格情報,福岡県,北九州市八幡西区,東鳴水,2021-1Q,528000.0
不動産取引価格情報,福岡県,北九州市八幡西区,永犬丸,2021-1Q,754285.7142857143
不動産取引価格情報,福岡県,北九州市八幡西区,大浦,2021-1Q,801428.5714285715
不動産取引価格情報,福岡県,北九州市八幡西区,木屋瀬,2021-1Q,770000.0
不動産取引価格情報,福岡県,北九州市八幡西区,西鳴水,2021-1Q,612857.1428571428
不動産取引価格情報,福岡県,北九州市八幡西区,山寺町,2021-1Q,440000.0
成約価格情報,福岡県,北九州市八幡西区,大浦,2021-1Q,747999.9999999999
成約価格情報,福岡県,北九州市八幡西区,大浦,2021-1Q,707142.8571428572
成約価格情報,福岡県,北九州市八幡西区,岡田町,2021-1Q,660000.0
成約価格情報,福岡県,北九州市八幡西区,京良城町,2021-1Q,118105.26315789473
成約価格情報,福岡県,北九州市八幡西区,西鳴水,2021-1Q,660000.0
成約価格情報,福岡県,北九州市八幡西区,山寺町,2021-1Q,412500.0
成約価格情報,福岡県,北九州市八幡西区,山寺町,2021-1Q,492461.5384615384
不動産取引価格情報,福岡県,北九州市八幡西区,穴生,2021-1Q,357499.99999999994
不動産取引価格情報,福岡県,北九州市八幡西区,浅川,2021-1Q,931764.7058823529
不動産取引価格情報,福岡県,北九州市八幡西区,浅川台,2021-1Q,247500.0
不動産取引価格情報,福岡県,北九州市八幡西区,浅川台,2021-1Q,895714.2857142857
不動産取引価格情報,福岡県,北九州市八幡西区,幸神,2021-1Q,346500.0
不動産取引価格情報,福岡県,北九州市八幡西区,筒井町,2021-1Q,495000.0
不動産取引価格情報,福岡県,北九州市八幡西区,鉄王,2021-1Q,990000.0
不動産取引価格情報,福岡県,北九州市八幡西区,光貞台,2021-1Q,1087058.8235294118
不動産取引価格情報,福岡県,北九州市八幡西区,御開,2021-1Q,396000.0
成約価格情報,福岡県,北九州市八幡西区,幸神,2021-1Q,346500.0
不動産取引価格情報,福岡県,北九州市八幡西区,青山,2021-1Q,337333.3333333333
不動産取引価格情報,福岡県,北九州市八幡西区,別所町,2021-1Q,528000.0
不動産取引価格情報,福岡県,北九州市八幡西区,本城東,2021-1Q,244200.0
成約価格情報,福岡県,北九州市八幡西区,鉄竜,2021-1Q,513333.3333333333
成約価格情報,福岡県,北九州市八幡西区,東曲里町,2021-1Q,953333.3333333333
成約価格情報,福岡県,北九州市八幡西区,本城東,2021-1Q,142153.84615384616
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,1608750.0
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,1414285.7142857143
成約価格情報,福岡県,福岡市東区,箱崎ふ頭,2021-1Q,840000.0
成約価格情報,福岡県,福岡市東区,箱崎,2021-1Q,747999.9999999999
成約価格情報,福岡県,福岡市東区,箱崎,2021-1Q,577500.0
成約価格情報,福岡県,福岡市東区,箱崎,2021-1Q,990000.0
成約価格情報,福岡県,福岡市東区,箱崎,2021-1Q,567600.0
成約価格情報,福岡県,福岡市東区,箱崎,2021-1Q,747999.9999999999
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1023000.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1155000.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1031250.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1320000.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,462000.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1155000.0
成約価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1269230.7692307692
成約価格情報,福岡県,福岡市東区,香椎駅東,2021-1Q,355384.6153846154
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1650000.0
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,973500.0
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1012000.0
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1250526.3157894737
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1167692.3076923077
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1429999.9999999998
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-1Q,1650000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-1Q,913846.1538461539
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-1Q,1155000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-1Q,1815000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-1Q,549999.9999999999
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-1Q,627000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1680000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,698823.5294117647
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1440000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1493684.2105263157
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1320000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1188000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,504705.8823529411
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,1173333.3333333333
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-1Q,957000.0
不動産取引価格情報,福岡県,福岡市東区,香椎駅東,2021-1Q,990000.0
不動産取引価格情報,福岡県,福岡市東区,香椎駅東,2021-1Q,970588.2352941177
不動産取引価格情報,福岡県,福岡市東区,和白丘,2021-1Q,704000.0
不動産取引価格情報,福岡県,福岡市東区,若宮,2021-1Q,854117.6470588235
不動産取引価格情報,福岡県,福岡市東区,若宮,2021-1Q,1048235.294117647
不動産取引価格情報,福岡県,福岡市東区,若宮,2021-1Q,761538.4615384615
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1408000.0
不動産取引価格情報,福岡県,福岡市東区,水谷,2021-1Q,1419000.0
不動産取引価格情報,福岡県,福岡市東区,水谷,2021-1Q,1902352.9411764704
不動産取引価格情報,福岡県,福岡市東区,東浜,2021-1Q,1031250.0
不動産取引価格情報,福岡県,福岡市東区,奈多,2021-1Q,825000.0
不動産取引価格情報,福岡県,福岡市東区,奈多,2021-1Q,609230.7692307692
不動産取引価格情報,福岡県,福岡市東区,唐原,2021-1Q,770000.0
不動産取引価格情報,福岡県,福岡市東区,千早,2021-1Q,1414285.7142857143
不動産取引価格情報,福岡県,福岡市東区,千早,2021-1Q,536250.0
不動産取引価格情報,福岡県,福岡市東区,香椎,2021-1Q,707142.8571428572
不動産取引価格情報,福岡県,福岡市東区,香椎,2021-1Q,770000.0
不動産取引価格情報,福岡県,福岡市東区,香椎,2021-1Q,594000.0
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,1203529.411764706
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,209000.0
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,264000.0
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,264000.0
成約価格情報,福岡県,福岡市東区,馬出,2021-1Q,973500.0
成約価格情報,福岡県,福岡市東区,和白東,2021-1Q,742500.0
成約価格情報,福岡県,福岡市東区,和白東,2021-1Q,536250.0
成約価格情報,福岡県,福岡市東区,和白東,2021-1Q,518571.4285714285
成約価格情報,福岡県,福岡市東区,和白,2021-1Q,710769.2307692308
成約価格情報,福岡県,福岡市東区,和白,2021-1Q,815294.1176470588
成約価格情報,福岡県,福岡市東区,三苫,2021-1Q,880000.0
成約価格情報,福岡県,福岡市東区,三苫,2021-1Q,880000.0
成約価格情報,福岡県,福岡市東区,松田,2021-1Q,825000.0
成約価格情報,福岡県,福岡市東区,松田,2021-1Q,990000.0
成約価格情報,福岡県,福岡市東区,松田,2021-1Q,892941.1764705882
成約価格情報,福岡県,福岡市東区,松田,2021-1Q,609230.7692307692
成約価格情報,福岡県,福岡市東区,八田,2021-1Q,833684.2105263157
成約価格情報,福岡県,福岡市東区,筥松,2021-1Q,422400.0
成約価格情報,福岡県,福岡市東区,筥松,2021-1Q,409200.0
成約価格情報,福岡県,福岡市東区,筥松,2021-1Q,528000.0
成約価格情報,福岡県,福岡市東区,名島,2021-1Q,590526.3157894737
成約価格情報,福岡県,福岡市東区,名島,2021-1Q,776470.5882352941
成約価格情報,福岡県,福岡市東区,多の津,2021-1Q,153999.99999999997
成約価格情報,福岡県,福岡市東区,多の津,2021-1Q,558461.5384615384
成約価格情報,福岡県,福岡市東区,多々良,2021-1Q,854117.6470588235
成約価格情報,福岡県,福岡市東区,多々良,2021-1Q,710769.2307692308
成約価格情報,福岡県,福岡市東区,社領,2021-1Q,497538.46153846156
成約価格情報,福岡県,福岡市東区,社領,2021-1Q,528000.0
成約価格情報,福岡県,福岡市東区,西戸崎,2021-1Q,621176.4705882352
成約価格情報,福岡県,福岡市東区,西戸崎,2021-1Q,848571.4285714285
成約価格情報,福岡県,福岡市東区,香椎駅前,2021-1Q,1215789.4736842103
成約価格情報,福岡県,福岡市東区,香椎駅前,2021-1Q,1397647.0588235294
成約価格情報,福岡県,福岡市東区,多の津,2021-1Q,220000.0
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-1Q,558461.5384615384
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-1Q,863076.923076923
不動産取引価格情報,福岡県,福岡市東区,和白,2021-1Q,770000.0
不動産取引価格情報,福岡県,福岡市東区,和白,2021-1Q,866250.0
不動産取引価格情報,福岡県,福岡市東区,和白,2021-1Q,801428.5714285715
不動産取引価格情報,福岡県,福岡市東区,松田,2021-1Q,396000.0
不動産取引価格情報,福岡県,福岡市東区,松田,2021-1Q,990000.0
不動産取引価格情報,福岡県,福岡市東区,松田,2021-1Q,511500.0
不動産取引価格情報,福岡県,福岡市東区,松田,2021-1Q,959999.9999999999
不動産取引価格情報,福岡県,福岡市東区,筥松,2021-1Q,409200.0
不動産取引価格情報,福岡県,福岡市東区,筥松,2021-1Q,1099999.9999999998
不動産取引価格情報,福岡県,福岡市東区,筥松,2021-1Q,1099999.9999999998
不動産取引価格情報,福岡県,福岡市東区,名島,2021-1Q,379500.0
不動産取引価格情報,福岡県,福岡市東区,名島,2021-1Q,937894.7368421053
不動産取引価格情報,福岡県,福岡市東区,名島,2021-1Q,546857.1428571428
不動産取引価格情報,福岡県,福岡市東区,多の津,2021-1Q,558461.5384615384
不動産取引価格情報,福岡県,福岡市東区,多々良,2021-1Q,907500.0
不動産取引価格情報,福岡県,福岡市東区,多々良,2021-1Q,934999.9999999999
不動産取引価格情報,福岡県,福岡市東区,社領,2021-1Q,565714.2857142857
不動産取引価格情報,福岡県,福岡市東区,下原,2021-1Q,775500.0
不動産取引価格情報,福岡県,福岡市東区,下原,2021-1Q,528000.0
不動産取引価格情報,福岡県,福岡市東区,西戸崎,2021-1Q,528000.0
不動産取引価格情報,福岡県,福岡市東区,香椎駅前,2021-1Q,1113750.0
不動産取引価格情報,福岡県,福岡市東区,筥松,2021-1Q,880000.0
成約価格情報,福岡県,福岡市東区,松島,2021-1Q,931764.7058823529
成約価格情報,福岡県,福岡市東区,松島,2021-1Q,1023000.0
成約価格情報,福岡県,福岡市東区,松崎,2021-1Q,737647.0588235294
成約価格情報,福岡県,福岡市東区,松香台,2021-1Q,544500.0
成約価格情報,福岡県,福岡市東区,原田,2021-1Q,801428.5714285715
成約価格情報,福岡県,福岡市東区,原田,2021-1Q,1178571.4285714286
成約価格情報,福岡県,福岡市東区,原田,2021-1Q,1125882.3529411764
成約価格情報,福岡県,福岡市東区,奈多団地,2021-1Q,293333.3333333333
成約価格情報,福岡県,福岡市東区,奈多団地,2021-1Q,403333.3333333333
不動産取引価格情報,福岡県,福岡市東区,御島崎,2021-1Q,1540000.0
不動産取引価格情報,福岡県,福岡市東区,松島,2021-1Q,880000.0
不動産取引価格情報,福岡県,福岡市東区,松島,2021-1Q,1113750.0
不動産取引価格情報,福岡県,福岡市東区,松島,2021-1Q,1099999.9999999998
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-1Q,967999.9999999999
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-1Q,1066153.846153846
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-1Q,1361250.0
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-1Q,836000.0
不動産取引価格情報,福岡県,福岡市東区,二又瀬新町,2021-1Q,540000.0
不動産取引価格情報,福岡県,福岡市東区,二又瀬新町,2021-1Q,403333.3333333333
不動産取引価格情報,福岡県,福岡市東区,奈多団地,2021-1Q,359333.3333333333
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1031250.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1237500.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1597894.7368421052
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1178571.4285714286
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,815294.1176470588
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1242352.9411764704
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1009411.7647058822
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1125882.3529411764
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1203529.411764706
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1499999.9999999998
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1402500.0
成約価格情報,福岡県,福岡市東区,和白丘,2021-1Q,577500.0
成約価格情報,福岡県,福岡市東区,若宮,2021-1Q,707142.8571428572
成約価格情報,福岡県,福岡市東区,水谷,2021-1Q,707142.8571428572
成約価格情報,福岡県,福岡市東区,水谷,2021-1Q,1716000.0
成約価格情報,福岡県,福岡市東区,水谷,2021-1Q,1514117.6470588234
成約価格情報,福岡県,福岡市東区,奈多,2021-1Q,660000.0
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,710769.2307692308
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,1627999.9999999998
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,1773750.0
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,1178571.4285714286
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,1099999.9999999998
成約価格情報,福岡県,福岡市東区,千早,2021-1Q,1443750.0
成約価格情報,福岡県,福岡市東区,香椎,2021-1Q,707142.8571428572
成約価格情報,福岡県,福岡市東区,香椎,2021-1Q,710769.2307692308
成約価格情報,福岡県,福岡市東区,香椎,2021-1Q,445500.0
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1076842.1052631577
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1173333.3333333333
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-1Q,1320000.0
成約価格情報,福岡県,福岡市博多区,美野島,2021-1Q,1131428.5714285714
成約価格情報,福岡県,福岡市博多区,美野島,2021-1Q,1552941.1764705882
成約価格情報,福岡県,福岡市博多区,美野島,2021-1Q,1242352.9411764704
成約価格情報,福岡県,福岡市博多区,美野島,2021-1Q,924000.0
成約価格情報,福岡県,福岡市博多区,美野島,2021-1Q,594000.0
成約価格情報,福岡県,福岡市博多区,南八幡町,2021-1Q,825000.0
成約価格情報,福岡県,福岡市博多区,南八幡町,2021-1Q,931764.7058823529
成約価格情報,福岡県,福岡市博多区,半道橋,2021-1Q,468000.0
成約価格情報,福岡県,福岡市博多区,半道橋,2021-1Q,714999.9999999999
成約価格情報,福岡県,福岡市博多区,博多駅東,2021-1Q,1108800.0
成約価格情報,福岡県,福岡市博多区,博多駅東,2021-1Q,1042800.0
成約価格情報,福岡県,福岡市博多区,博多駅東,2021-1Q,1108800.0
成約価格情報,福岡県,福岡市博多区,博多駅東,2021-1Q,812307.6923076923
成約価格情報,福岡県,福岡市博多区,綱場町,2021-1Q,1452000.0
成約価格情報,福岡県,福岡市博多区,綱場町,2021-1Q,1584000.0
成約価格情報,福岡県,福岡市博多区,須崎町,2021-1Q,1650000.0
成約価格情報,福岡県,福岡市博多区,祇園町,2021-1Q,825000.0
成約価格情報,福岡県,福岡市博多区,相生町,2021-1Q,422400.0
不動産取引価格情報,福岡県,福岡市博多区,吉塚本町,2021-1Q,880000.0
不動産取引価格情報,福岡県,福岡市博多区,美野島,2021-1Q,2805000.0
